Costo1,Costo2,Topico,Quincena,TipoProducto,Conversion
0.23,0.072,2,18,6,Si
0.325,0.132,2,18,6,Si
0.046,0.145,2,19,6,Si
0.286,0.295,2,19,6,Si
0.097,0.178,1,18,6,Si
0.117,0.194,1,19,6,Si
0.032,0.059,2,18,6,Si
0.319,0.155,2,18,6,Si
0.225,0.21,2,19,6,Si
0.246,0.114,1,19,6,Si
0.278,0.092,1,18,6,Si
0.111,0.196,2,19,6,Si
0.164,0.198,1,18,6,Si
0.187,0.137,2,19,6,Si
0.284,0.264,1,18,6,Si
0.208,0.014,2,18,6,Si
0.267,0.308,2,18,6,Si
0.19,0.164,1,18,6,Si
0.301,0.062,1,19,6,Si
0.277,0.237,1,19,6,Si
0.305,0.167,1,19,6,Si
0.206,0.076,2,19,6,Si
0.147,0.329,1,18,6,Si
0.15,0.325,1,18,6,Si
0.297,0.105,2,19,6,Si
0.268,0.16,1,18,6,Si
0.046,0.27,1,18,6,Si
0.109,0.051,1,18,6,Si
0.188,0.058,2,19,6,Si
0.108,0.149,2,19,6,Si
0.028,0.301,1,18,6,Si
0.02,0.131,2,19,6,Si
0.153,0.33,2,19,6,Si
0.156,0.033,1,18,6,Si
0.301,0.276,2,18,6,Si
0.292,0.261,1,19,6,Si
0.068,0.165,2,18,6,Si
0.055,0.159,1,18,6,Si
0.16,0.039,1,19,6,Si
0.037,0.121,2,18,6,Si
0.149,0.087,2,19,6,Si
0.052,0.235,1,19,6,Si
0.002,0.132,1,18,6,Si
0.158,0.005,1,19,6,Si
0.111,0.271,2,19,6,Si
0.314,0.168,2,19,6,Si
0.3,0.215,1,19,6,Si
0.057,0.221,1,19,6,Si
0.056,0.146,1,18,6,Si
0.26,0.265,2,18,6,Si
0.316,0.302,2,18,6,Si
0.141,0.285,1,19,6,Si
0.237,0.133,1,18,6,Si
0.087,0.223,2,18,6,Si
0.06,0.199,2,19,6,Si
0.171,0.028,2,18,6,Si
0.237,0.164,1,18,6,Si
0.225,0.033,1,18,6,Si
0.08,0.257,2,19,6,Si
0.09,0.114,2,18,6,Si
0.122,0.027,2,18,6,Si
0.003,0.298,2,19,6,Si
0.29,0.088,2,18,6,Si
0.057,0.329,2,19,6,Si
0.109,0.109,2,18,6,Si
0.144,0.322,1,19,6,Si
0.116,0.307,2,19,6,Si
0.226,0.026,1,18,6,Si
0.22,0.197,1,18,6,Si
0.33,0.316,1,18,6,Si
0.233,0.253,2,18,6,Si
0.327,0.294,1,18,6,Si
0.264,0.282,1,19,6,Si
0.059,0.005,2,18,6,Si
0.232,0.007,1,19,6,Si
0.111,0.241,1,19,6,Si
0.314,0.115,1,18,6,Si
0.293,0.142,1,19,6,Si
0.115,0.25,1,18,6,Si
0.026,0.246,1,18,6,Si
0.285,0.255,1,19,6,Si
0.273,0.328,2,18,6,Si
0.32,0.225,1,19,6,Si
0.2,0.183,1,19,6,Si
0.183,0.329,1,18,6,Si
0.084,0.07,2,18,6,Si
0.15,0.235,2,18,6,Si
0.274,0.128,2,19,6,Si
0.048,0.058,1,18,6,Si
0.076,0.101,1,19,6,Si
0.031,0.11,2,19,6,Si
0.14,0.05,2,19,6,Si
0.312,0.12,2,19,6,Si
0.057,0.002,2,18,6,Si
0.279,0.172,2,18,6,Si
0.33,0.302,2,19,6,Si
0.179,0.187,1,19,6,Si
0.172,0.3,1,18,6,Si
0.262,0.225,2,18,6,Si
0.263,0.175,1,19,6,Si
0.114,0.197,2,19,6,Si
0.313,0.046,1,19,6,Si
0.194,0.041,2,19,6,Si
0.126,0.307,2,19,6,Si
0.045,0.117,2,18,6,Si
0.111,0.259,2,19,6,Si
0.047,0.231,1,19,6,Si
0.172,0.157,2,18,6,Si
0.13,0.028,1,18,6,Si
0.256,0.19,2,19,6,Si
0.16,0.313,2,18,6,Si
0.281,0.255,2,19,6,Si
0.268,0.111,2,18,6,Si
0.268,0.242,2,19,6,Si
0.29,0.063,2,19,6,Si
0.242,0.312,2,18,6,Si
0.02,0.179,2,18,6,Si
0.032,0.036,1,19,6,Si
0.226,0.299,1,19,6,Si
0.259,0.069,2,19,6,Si
0.286,0.051,1,18,6,Si
0.015,0.123,2,18,6,Si
0.144,0.094,1,19,6,Si
0.281,0.099,1,18,6,Si
0.191,0.178,2,18,6,Si
0.069,0.306,2,19,6,Si
0.288,0.086,2,19,6,Si
0.014,0.243,1,18,6,Si
0.123,0.227,2,19,6,Si
0.156,0.261,1,18,6,Si
0.319,0.272,1,19,6,Si
0.171,0.227,1,18,6,Si
0.076,0.195,2,19,6,Si
0.065,0.283,1,18,6,Si
0.118,0.267,1,18,6,Si
0.262,0.176,2,18,6,Si
0.059,0.068,1,19,6,Si
0.096,0.018,2,18,6,Si
0.047,0.306,2,18,6,Si
0.069,0.06,1,19,6,Si
0.009,0.11,1,18,6,Si
0.321,0.055,2,19,6,Si
0.181,0.143,2,19,6,Si
0.111,0.186,1,18,6,Si
0.295,0.102,1,19,6,Si
0.259,0.241,1,19,6,Si
0.076,0.174,1,18,6,Si
0.054,0.1,2,18,6,Si
0.065,0.138,1,19,6,Si
0.136,0.229,1,19,6,Si
0.18,0.073,2,19,6,Si
0.27,0.173,2,18,6,Si
0.22,0.168,1,19,6,Si
0.179,0.017,1,18,6,Si
0.073,0.15,1,18,6,Si
0.301,0.178,2,19,6,Si
0.262,0.044,2,19,6,Si
0.249,0.022,2,19,6,Si
0.013,0.159,2,19,6,Si
0.239,0.218,2,19,6,Si
0.028,0.09,2,18,6,Si
0.059,0.292,2,18,6,Si
0.006,0.113,2,18,6,Si
0.207,0.316,2,19,6,Si
0.16,0.212,2,18,6,Si
0.24,0.062,2,18,6,Si
0.115,0.042,2,19,6,Si
0.299,0.277,1,19,6,Si
0.245,0.058,2,18,6,Si
0.046,0.269,1,19,6,Si
0.052,0.309,2,19,6,Si
0.204,0.133,2,18,6,Si
0.309,0.042,1,19,6,Si
0.275,0.241,2,18,6,Si
0.25,0.055,2,19,6,Si
0.091,0.321,2,19,6,Si
0.197,0.091,1,18,6,Si
0.184,0.327,1,19,6,Si
0.066,0.132,2,18,6,Si
0.207,0.045,1,18,6,Si
0.246,0.316,1,18,6,Si
0.325,0.163,1,19,6,Si
0.326,0.246,1,18,6,Si
0.063,0.211,1,18,6,Si
0.202,0.316,2,19,6,Si
0.042,0.046,2,18,6,Si
0.288,0.151,1,18,6,Si
0.007,0.241,2,19,6,Si
0.198,0.181,1,19,6,Si
0.256,0.304,1,18,6,Si
0.219,0.057,1,19,6,Si
0.149,0.013,1,18,6,Si
0.164,0.055,2,18,6,Si
0.248,0.169,1,18,6,Si
0.197,0.287,1,19,6,Si
0.265,0.27,1,19,6,Si
0.106,0.322,2,19,6,Si
0.157,0.025,1,18,6,Si
0.3,0.071,2,18,6,Si
0.14,0.185,2,18,6,Si
0.211,0.3,2,18,6,Si
0.319,0.164,1,18,6,Si
0.035,0.152,1,18,6,Si
0.177,0.159,2,19,6,Si
0.305,0.048,1,19,6,Si
0.123,0.319,1,19,6,Si
0.333,0.125,1,18,6,Si
0.028,0.132,1,18,6,Si
0.073,0.275,2,18,6,Si
0.041,0.261,1,19,6,Si
0.098,0.096,2,18,6,Si
0.12,0.043,1,18,6,Si
0.033,0.128,1,19,6,Si
0.187,0.119,2,19,6,Si
0.005,0.28,1,18,6,Si
0.216,0.298,1,18,6,Si
0.293,0.055,2,18,6,Si
0.126,0.244,1,18,6,Si
0.262,0.247,2,18,6,Si
0.186,0.036,1,18,6,Si
0.278,0.022,1,18,6,Si
0.321,0.012,2,18,6,Si
0.006,0.223,1,18,6,Si
0.104,0.239,1,19,6,Si
0.305,0.266,1,19,6,Si
0.191,0.048,2,18,6,Si
0.018,0.107,1,18,6,Si
0.129,0.245,2,18,6,Si
0.057,0.25,2,19,6,Si
0.031,0.084,1,19,6,Si
0.271,0.082,1,18,6,Si
0.06,0.198,1,18,6,Si
0.227,0.266,1,19,6,Si
0.149,0.047,1,18,6,Si
0.205,0.242,2,19,6,Si
0.001,0.233,1,19,6,Si
0.123,0.316,1,19,6,Si
0.039,0.215,1,19,6,Si
0.211,0.089,2,19,6,Si
0.12,0.199,1,19,6,Si
0.286,0.252,2,18,6,Si
0.32,0.188,2,18,6,Si
0.284,0.106,1,18,6,Si
0.298,0.18,2,18,6,Si
0.216,0.001,1,19,6,Si
0.108,0.21,2,18,6,Si
0.083,0.112,2,18,6,Si
0.309,0.248,1,19,6,Si
0.187,0.115,2,19,6,Si
0.154,0.199,2,18,6,Si
0.085,0.071,1,19,6,Si
0.328,0.182,2,19,6,Si
0.021,0.195,1,19,6,Si
0.24,0.292,2,18,6,Si
0.06,0.095,1,19,6,Si
0.321,0.185,2,19,6,Si
0.111,0.271,1,19,6,Si
0.207,0.159,2,18,6,Si
0.223,0.086,1,18,6,Si
0.237,0.328,2,18,6,Si
0.093,0.089,1,19,6,Si
0.041,0.182,1,18,6,Si
0.16,0.043,1,19,6,Si
0.265,0.222,2,19,6,Si
0.156,0.102,1,18,6,Si
0.303,0.254,1,18,6,Si
0.081,0.245,2,19,6,Si
0.021,0.044,2,18,6,Si
0.015,0.122,1,19,6,Si
0.305,0.122,2,19,6,Si
0.006,0.226,2,18,6,Si
0.283,0.296,2,18,6,Si
0.125,0.315,1,19,6,Si
0.179,0.108,1,19,6,Si
0.021,0.301,1,19,6,Si
0.216,0.244,2,18,6,Si
0.288,0.136,2,18,6,Si
0.118,0.071,1,19,6,Si
0.153,0.086,2,18,6,Si
0.219,0.272,2,19,6,Si
0.021,0.014,2,19,6,Si
0.01,0.228,2,18,6,Si
0.178,0.308,1,18,6,Si
0.313,0.037,2,18,6,Si
0.029,0.242,1,18,6,Si
0.068,0.015,2,18,6,Si
0.003,0.008,2,18,6,Si
0.098,0.011,1,18,6,Si
0.007,0.324,2,18,6,Si
0.062,0.147,1,19,6,Si
0.161,0.061,1,19,6,Si
0.069,0.303,2,18,6,Si
0.052,0.186,1,18,6,Si
0.032,0.134,1,19,6,Si
0.047,0.155,2,19,6,Si
0.16,0.173,1,19,6,Si
0.043,0.276,2,19,6,Si
0.29,0.194,1,18,6,Si
0.045,0.155,1,18,6,Si
0.213,0.133,2,18,6,Si
0.061,0.241,2,18,6,Si
0.265,0.228,1,18,6,Si
0.187,0.293,1,19,6,Si
0.201,0.176,2,19,6,Si
0.151,0.272,1,19,6,Si
0.012,0.165,2,19,6,Si
0.102,0.096,1,19,6,Si
0.189,0.179,2,19,6,Si
0.097,0.219,2,19,6,Si
0.14,0.085,1,18,6,Si
0.003,0.039,2,19,6,Si
0.24,0.233,2,19,6,Si
0.11,0.056,1,19,6,Si
0.138,0.06,2,19,6,Si
0.024,0.274,1,19,6,Si
0.247,0.085,1,19,6,Si
0.025,0.059,2,19,6,Si
0.005,0.269,1,18,6,Si
0.092,0.149,1,18,6,Si
0.287,0.179,1,19,6,Si
0.236,0.23,2,19,6,Si
0.294,0.03,1,18,6,Si
0.268,0.153,2,19,6,Si
0.145,0.087,1,18,6,Si
0.111,0.191,1,19,6,Si
0.038,0.234,2,19,6,Si
0.166,0.091,2,18,6,Si
0.197,0.06,2,18,6,Si
0.249,0.252,2,19,6,Si
0.27,0.21,1,19,6,Si
0.259,0.12,2,18,6,Si
0.051,0.036,1,18,6,Si
0.182,0.114,1,19,6,Si
0.092,0.172,1,18,6,Si
0.043,0.084,1,19,6,Si
0.118,0.086,2,18,6,Si
0.128,0.327,1,19,6,Si
0.327,0.071,2,19,6,Si
0.048,0.151,2,18,6,Si
0.315,0.042,2,19,6,Si
0.099,0.293,2,18,6,Si
0.321,0.117,1,19,6,Si
0.117,0.295,1,19,6,Si
0.136,0.249,2,19,6,Si
0.051,0.121,2,19,6,Si
0.106,0.219,1,18,6,Si
0.28,0.303,2,18,6,Si
0.121,0.189,1,18,6,Si
0.319,0.191,2,18,6,Si
0.109,0.093,2,19,6,Si
0.225,0.184,1,18,6,Si
0.232,0.047,2,18,6,Si
0.007,0.066,2,18,6,Si
0.154,0.111,1,18,6,Si
0.178,0.331,1,19,6,Si
0.241,0.292,2,18,6,Si
0.125,0.14,1,19,6,Si
0,0.04,1,18,6,Si
0.278,0.292,2,19,6,Si
0.081,0.004,2,19,6,Si
0.184,0.238,1,18,6,Si
0.291,0.193,1,19,6,Si
0.201,0.13,2,19,6,Si
0.152,0.107,2,18,6,Si
0.117,0.03,1,18,6,Si
0.222,0.08,1,19,6,Si
0.23,0.127,2,18,6,Si
0.24,0.113,2,19,6,Si
0.316,0.14,2,19,6,Si
0.163,0.245,1,19,6,Si
0.26,0.136,1,18,6,Si
0.129,0.252,2,19,6,Si
0.318,0.327,1,18,6,Si
0.064,0.322,2,18,6,Si
0.099,0.244,1,18,6,Si
0.128,0.307,1,19,6,Si
0.079,0.236,1,19,6,Si
0.177,0.265,1,19,6,Si
0.231,0.265,1,19,6,Si
0.018,0.014,1,18,6,Si
0.104,0.221,2,19,6,Si
0.225,0.115,1,19,6,Si
0.145,0.072,2,18,6,Si
0.311,0.263,2,19,6,Si
0.192,0.3,2,19,6,Si
0.255,0.127,1,19,6,Si
0.225,0.173,2,18,6,Si
0.177,0.123,2,18,6,Si
0.239,0.094,1,19,6,Si
0.154,0.271,1,18,6,Si
0.235,0.263,1,19,6,Si
0.007,0.097,1,18,6,Si
0.244,0.094,1,19,6,Si
0.222,0.233,1,19,6,Si
0.078,0.005,1,18,6,Si
0.039,0.077,1,19,6,Si
0.245,0.174,1,18,6,Si
0.144,0.194,1,18,6,Si
0.005,0.042,1,19,6,Si
0.031,0.017,2,18,6,Si
0.319,0.077,1,19,6,Si
0.255,0.076,2,19,6,Si
0.292,0.045,2,18,6,Si
0.025,0.312,1,19,6,Si
0.133,0.208,2,19,6,Si
0.208,0.221,1,18,6,Si
0.298,0.169,1,18,6,Si
0.222,0.17,2,19,6,Si
0.095,0.261,2,18,6,Si
0.105,0.03,1,18,6,Si
0.03,0.009,1,18,6,Si
0.236,0.098,1,19,6,Si
0.26,0.164,1,18,6,Si
0.258,0.267,2,19,6,Si
0.065,0.09,1,19,6,Si
0.065,0.151,2,19,6,Si
0.05,0.027,1,19,6,Si
0.031,0.174,1,19,6,Si
0.175,0.076,1,18,6,Si
0.113,0.076,2,19,6,Si
0.178,0.002,1,18,6,Si
0.102,0.301,1,18,6,Si
0.129,0.302,2,18,6,Si
0.331,0.131,1,18,6,Si
0.24,0.192,2,18,6,Si
0.029,0.122,1,18,6,Si
0.251,0.175,2,18,6,Si
0.181,0.1,2,18,6,Si
0.225,0.21,2,19,6,Si
0.017,0.022,2,19,6,Si
0.098,0.31,2,19,6,Si
0.146,0.31,2,19,6,Si
0.054,0.137,2,18,6,Si
0.326,0.165,1,19,6,Si
0.04,0.249,2,18,6,Si
0.241,0.239,2,18,6,Si
0.069,0.326,2,18,6,Si
0.095,0.297,1,19,6,Si
0.173,0.033,2,18,6,Si
0.088,0.217,2,19,6,Si
0.112,0.085,1,19,6,Si
0.242,0.143,1,19,6,Si
0.194,0.167,2,18,6,Si
0.157,0.162,2,18,6,Si
0.275,0.106,2,19,6,Si
0.006,0.265,2,18,6,Si
0.333,0.286,1,18,6,Si
0.037,0.33,1,19,6,Si
0.286,0.037,1,19,6,Si
0.237,0.223,1,18,6,Si
0.319,0.161,2,18,6,Si
0.222,0.307,2,19,6,Si
0.113,0.232,2,19,6,Si
0.196,0.331,1,19,6,Si
0.17,0.136,2,18,6,Si
0.042,0.065,2,19,6,Si
0.038,0.049,2,19,6,Si
0.286,0.25,2,19,6,Si
0.124,0.233,1,19,6,Si
0.3,0.237,1,18,6,Si
0.139,0.311,2,18,6,Si
0.025,0.045,1,19,6,Si
0.137,0.199,2,19,6,Si
0.01,0.229,2,19,6,Si
0.195,0.217,1,19,6,Si
0.171,0.236,1,19,6,Si
0.133,0.222,1,18,6,Si
0.036,0.162,1,18,6,Si
0.262,0.126,1,18,6,Si
0.082,0.209,2,18,6,Si
0.069,0.182,2,19,6,Si
0.281,0.099,1,19,6,Si
0.232,0.167,1,19,6,Si
0.182,0.12,1,18,6,Si
0.067,0.264,2,18,6,Si
0.022,0.119,2,18,6,Si
0.221,0.164,2,19,6,Si
0.274,0.079,1,19,6,Si
0.296,0.113,1,19,6,Si
0.263,0.006,2,18,6,Si
0.098,0.316,1,18,6,Si
0.145,0.295,2,18,6,Si
0.186,0.062,1,19,6,Si
0.249,0.135,2,19,6,Si
0.109,0.146,1,18,6,Si
0.205,0.328,2,18,6,Si
0.326,0.32,2,18,6,Si
0.116,0.094,1,19,6,Si
0.118,0.094,1,18,6,Si
0.174,0.076,1,18,6,Si
0.251,0.186,2,18,6,Si
0.029,0.155,1,18,6,Si
0.226,0.307,1,18,6,Si
0.099,0.184,2,18,6,Si
0.201,0.003,2,18,6,Si
0.111,0.322,2,19,6,Si
0.046,0.127,2,19,6,Si
0.265,0.257,1,19,6,Si
0.311,0.032,2,18,6,Si
0.245,0.04,2,18,6,Si
0.192,0.162,2,19,6,Si
0.333,0.102,1,19,6,Si
0.246,0.308,2,18,6,Si
0.257,0.038,2,19,6,Si
0.148,0.077,2,18,6,Si
0.24,0.288,2,19,6,Si
0.139,0.251,1,18,6,Si
0.051,0.234,2,18,6,Si
0.233,0.261,1,19,6,Si
0.254,0.197,2,19,6,Si
0.227,0.08,1,18,6,Si
0.326,0.09,2,19,6,Si
0.316,0.173,2,18,6,Si
0.062,0.27,1,19,6,Si
0.197,0.075,2,19,6,Si
0.187,0.057,1,19,6,Si
0.276,0.147,2,18,6,Si
0.09,0.242,2,18,6,Si
0.13,0.305,2,18,6,Si
0.222,0.243,1,18,6,Si
0.181,0.249,1,19,6,Si
0.022,0.155,1,19,6,Si
0.1,0.081,2,19,6,Si
0.016,0.186,2,18,6,Si
0.327,0.091,2,18,6,Si
0.079,0.115,1,19,6,Si
0.294,0.14,2,18,6,Si
0.292,0.106,1,19,6,Si
0.112,0.236,2,18,6,Si
0.006,0.199,2,18,6,Si
0.132,0.141,2,19,6,Si
0.246,0.061,2,18,6,Si
0.108,0.261,2,19,6,Si
0.288,0.129,1,18,6,Si
0.242,0.03,1,19,6,Si
0.211,0.216,1,19,6,Si
0.125,0.33,2,18,6,Si
0.199,0.137,2,18,6,Si
0.308,0.133,1,18,6,Si
0.236,0.202,2,19,6,Si
0.297,0.062,1,18,6,Si
0.15,0.292,2,18,6,Si
0.271,0.199,1,19,6,Si
0.227,0.061,2,18,6,Si
0.277,0.317,1,19,6,Si
0.135,0.291,1,19,6,Si
0.153,0.201,1,18,6,Si
0.034,0.33,1,18,6,Si
0.061,0.081,1,18,6,Si
0.279,0.231,1,18,6,Si
0.067,0.164,2,19,6,Si
0.098,0.125,1,18,6,Si
0.04,0.043,2,19,6,Si
0.33,0.066,2,18,6,Si
0.141,0.199,1,19,6,Si
0.076,0.066,2,18,6,Si
0.003,0.314,1,18,6,Si
0.028,0.034,1,19,6,Si
0.126,0.045,2,19,6,Si
0.259,0.184,1,18,6,Si
0.062,0.187,2,19,6,Si
0.062,0.156,2,19,6,Si
0.141,0.16,1,18,6,Si
0.235,0.329,1,19,6,Si
0.1,0.054,2,19,6,Si
0.013,0.05,2,18,6,Si
0.099,0.034,1,19,6,Si
0.014,0.245,1,19,6,Si
0.033,0.094,1,19,6,Si
0.023,0.059,1,19,6,Si
0.322,0.244,2,19,6,Si
0.222,0.323,2,19,6,Si
0.137,0.038,1,18,6,Si
0.166,0.24,2,19,6,Si
0.309,0.081,2,19,6,Si
0.297,0.263,1,19,6,Si
0.126,0.288,2,18,6,Si
0.057,0.189,2,18,6,Si
0.113,0.19,2,19,6,Si
0.208,0.211,2,18,6,Si
0.04,0.194,1,19,6,Si
0.23,0.327,2,19,6,Si
0.036,0.019,1,18,6,Si
0.081,0.222,1,19,6,Si
0.117,0.076,1,19,6,Si
0.248,0.182,1,19,6,Si
0.238,0.252,1,18,6,Si
0.311,0.188,1,18,6,Si
0.209,0.251,1,18,6,Si
0.117,0.219,2,18,6,Si
0.255,0.044,2,18,6,Si
0.108,0.134,2,18,6,Si
0.324,0.262,2,18,6,Si
0.233,0.097,1,18,6,Si
0.104,0.311,1,18,6,Si
0.306,0.283,2,19,6,Si
0.129,0.238,1,18,6,Si
0.218,0.209,2,18,6,Si
0.214,0.06,1,18,6,Si
0.106,0.089,2,19,6,Si
0.02,0.333,2,19,6,Si
0.071,0.086,2,18,6,Si
0.274,0.178,1,19,6,Si
0.026,0.145,2,19,6,Si
0.176,0.079,2,18,6,Si
0.124,0.21,1,18,6,Si
0.053,0.197,2,19,6,Si
0.137,0.215,1,19,6,Si
0.087,0.034,2,18,6,Si
0.162,0.272,1,18,6,Si
0.274,0.286,2,19,6,Si
0.208,0.329,1,18,6,Si
0.066,0.004,1,18,6,Si
0.32,0.284,1,18,6,Si
0.168,0.184,1,19,6,Si
0.134,0.015,1,18,6,Si
0.247,0.288,1,19,6,Si
0.201,0.029,1,19,6,Si
0.248,0.078,2,18,6,Si
0.077,0.27,2,18,6,Si
0.018,0.212,2,19,6,Si
0.124,0.009,1,18,6,Si
0.313,0.229,1,19,6,Si
0.139,0.133,2,19,6,Si
0.119,0.179,1,19,6,Si
0.146,0.23,1,18,6,Si
0.286,0.027,2,19,6,Si
0.112,0.032,2,19,6,Si
0.106,0.038,2,19,6,Si
0.239,0.287,1,18,6,Si
0.244,0.329,2,19,6,Si
0.138,0.243,2,18,6,Si
0.285,0.216,2,19,6,Si
0.128,0.281,2,19,6,Si
0.051,0.197,1,18,6,Si
0.064,0.159,2,18,6,Si
0.166,0.316,1,19,6,Si
0.114,0.297,2,18,6,Si
0.034,0.282,1,18,6,Si
0.332,0.254,1,19,6,Si
0.06,0.112,1,19,6,Si
0.006,0.143,1,19,6,Si
0.254,0.021,2,19,6,Si
0.317,0.172,1,18,6,Si
0.219,0.317,2,19,6,Si
0.125,0.327,2,18,6,Si
0.143,0.16,1,18,6,Si
0.248,0.176,2,18,6,Si
0.088,0.057,2,18,6,Si
0.253,0.281,1,18,6,Si
0.181,0.056,1,19,6,Si
0.097,0.217,2,19,6,Si
0.036,0.207,1,18,6,Si
0.053,0.129,2,18,6,Si
0.243,0.278,2,19,6,Si
0.107,0.105,1,18,6,Si
0.162,0.248,2,18,6,Si
0.312,0.173,1,19,6,Si
0.178,0.237,2,18,6,Si
0.321,0.296,2,18,6,Si
0.069,0.151,1,18,6,Si
0.003,0.293,1,19,6,Si
0.013,0.248,2,19,6,Si
0.281,0.246,2,18,6,Si
0.245,0.101,2,19,6,Si
0.288,0.242,2,19,6,Si
0.154,0.165,2,18,6,Si
0.276,0.058,1,19,6,Si
0.194,0.15,2,19,6,Si
0.204,0.321,2,19,6,Si
0.21,0.111,2,19,6,Si
0.006,0.107,1,18,6,Si
0.043,0.301,2,18,6,Si
0.031,0.027,2,19,6,Si
0.3,0.276,1,19,6,Si
0.232,0.287,2,18,6,Si
0.142,0.327,2,18,6,Si
0.11,0.18,2,18,6,Si
0.045,0.24,1,19,6,Si
0.331,0.279,2,19,6,Si
0.062,0.186,1,18,6,Si
0.003,0.299,2,18,6,Si
0.256,0.208,2,18,6,Si
0.328,0.075,2,19,6,Si
0.089,0.193,2,18,6,Si
0.066,0.276,2,18,6,Si
0.122,0.114,2,18,6,Si
0.026,0.315,1,19,6,Si
0.134,0.317,1,18,6,Si
0.044,0.207,2,19,6,Si
0.296,0.141,2,19,6,Si
0.103,0.256,2,19,6,Si
0.127,0.066,1,19,6,Si
0.116,0.052,2,19,6,Si
0.005,0.085,1,18,6,Si
0.229,0.029,2,19,6,Si
0.199,0.145,2,18,6,Si
0.039,0.175,2,19,6,Si
0.118,0.076,2,19,6,Si
0.151,0.195,1,18,6,Si
0.15,0.077,1,18,6,Si
0.115,0.017,2,19,6,Si
0.049,0.198,1,19,6,Si
0.047,0.176,2,18,6,Si
0.1,0.143,1,18,6,Si
0.304,0.317,2,19,6,Si
0.203,0.137,1,18,6,Si
0.129,0.014,2,18,6,Si
0.06,0.124,2,18,6,Si
0.102,0.12,2,19,6,Si
0.328,0.075,2,19,6,Si
0.284,0.117,2,18,6,Si
0.266,0.31,1,19,6,Si
0.191,0.179,2,19,6,Si
0.283,0.061,2,18,6,Si
0.131,0.173,2,19,6,Si
0.112,0.196,2,19,6,Si
0.008,0.008,1,18,6,Si
0.146,0.026,1,19,6,Si
0.034,0.284,1,19,6,Si
0.231,0.254,1,19,6,Si
0.104,0.208,1,18,6,Si
0.134,0.244,2,18,6,Si
0.286,0.144,2,18,6,Si
0.278,0.211,1,18,6,Si
0.205,0.098,1,18,6,Si
0.195,0.004,2,18,6,Si
0.064,0.048,1,18,6,Si
0.035,0.31,1,19,6,Si
0.026,0.139,2,18,6,Si
0.245,0.134,1,18,6,Si
0.239,0.025,1,19,6,Si
0.155,0.065,2,19,6,Si
0.194,0.129,2,18,6,Si
0.091,0.036,2,19,6,Si
0.295,0.3,1,18,6,Si
0.048,0.23,1,19,6,Si
0.254,0.255,2,18,6,Si
0.247,0.103,1,19,6,Si
0.011,0.317,1,18,6,Si
0.191,0.155,1,19,6,Si
0.201,0.02,1,18,6,Si
0.202,0.011,2,18,6,Si
0.256,0.263,2,18,6,Si
0.054,0.025,1,19,6,Si
0.045,0.064,1,19,6,Si
0.196,0.17,2,19,6,Si
0.169,0.039,1,18,6,Si
0.333,0.292,1,19,6,Si
0.304,0.138,2,18,6,Si
0.14,0.016,2,18,6,Si
0.319,0.249,1,19,6,Si
0.095,0.247,1,18,6,Si
0.26,0.317,1,19,6,Si
0.025,0.106,1,18,6,Si
0.019,0.137,1,18,6,Si
0.291,0.169,2,18,6,Si
0.004,0.203,1,19,6,Si
0.017,0.314,1,19,6,Si
0.191,0.274,2,19,6,Si
0.048,0.149,1,18,6,Si
0.131,0.052,2,19,6,Si
0.071,0.302,2,19,6,Si
0.194,0.004,2,18,6,Si
0.285,0.311,2,19,6,Si
0.01,0.213,2,18,6,Si
0.328,0.129,2,18,6,Si
0.002,0.198,2,19,6,Si
0.315,0.153,1,18,6,Si
0.023,0.068,1,18,6,Si
0.105,0.33,1,18,6,Si
0.293,0.241,2,18,6,Si
0.152,0.134,1,18,6,Si
0.144,0.073,2,18,6,Si
0.031,0.035,2,18,6,Si
0.04,0.305,2,18,6,Si
0.068,0.061,1,18,6,Si
0.12,0.284,2,18,6,Si
0.146,0.315,1,18,6,Si
0.113,0.203,2,19,6,Si
0.146,0.134,2,19,6,Si
0.057,0.227,2,19,6,Si
0.144,0.256,1,18,6,Si
0.085,0.049,1,18,6,Si
0.28,0.323,2,19,6,Si
0.017,0.021,1,19,6,Si
0.191,0.283,1,19,6,Si
0.257,0.191,1,18,6,Si
0.191,0.219,2,18,6,Si
0.273,0.273,2,19,6,Si
0.053,0.298,1,18,6,Si
0.267,0.178,2,19,6,Si
0.222,0.053,2,18,6,Si
0.028,0.266,2,19,6,Si
0.088,0.262,1,19,6,Si
0.166,0.054,1,18,6,Si
0.042,0.18,2,19,6,Si
0.099,0.196,2,19,6,Si
0.238,0.041,1,18,6,Si
0.04,0.162,1,19,6,Si
0.248,0.099,2,19,6,Si
0.064,0.088,2,18,6,Si
0.332,0.272,2,19,6,Si
0.08,0.088,2,19,6,Si
0.121,0.215,2,18,6,Si
0.231,0.064,2,19,6,Si
0.318,0.166,2,18,6,Si
0.204,0.146,1,19,6,Si
0.258,0.305,2,18,6,Si
0.165,0.155,1,19,6,Si
0.141,0.319,2,19,6,Si
0.008,0.251,2,18,6,Si
0.081,0.186,2,18,6,Si
0.239,0.061,2,18,6,Si
0.31,0.06,2,19,6,Si
0.006,0.067,1,19,6,Si
0.026,0.057,2,19,6,Si
0.1,0.115,2,19,6,Si
0.022,0.018,1,19,6,Si
0.282,0.136,2,19,6,Si
0.19,0.055,2,18,6,Si
